CNPJ Entidade	Nome Entidade	N˙mero ConvÍnio	”rg„o Concedente	Motivo Impedimento
39615265000130	ASSOC. DE MULHERES TRABALHADORAS RURAIS DO ESP. SANTO	600947	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
39617493000149	ACE - ASSOCIACAO COMERCIAL E EMPRESARIAL DE DOMINGOS MA	568192	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECU«√O
39781042000142	ASSOCIACAO AMBIENTALISTA DE GUARAPARI - AAGUA	454713	MINISTERIO DO MEIO AMBIENTE	INSTAURA«√O DE TCE
39937172000121	CENTRO DE APOIO TECNICO	406746	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
40168213000141	ESPACO FLOR DO AMANHA	040018	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	IRREGULARIDADES NA EXECU«√O
40199606000112	INSTITUTO BRASILEIRO DE INOVACOES EM SAUDE SOCIAL	749155	MINISTERIO DA SAUDE	MOTIVO N√O ESPECIFICADO
40219867000157	ASSOCIACAO DOS PRODUTORES EMPRESARIOS DE TEATRO ITINERA	572688	MINISTERIO DOS DIREITOS HUMANOS	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
40331886000170	INSTITUTO UNIVERSIDADE POPULAR DA BAIXADA	413614	MINISTERIO DA SAUDE	MOTIVO N√O ESPECIFICADO
40345282000183	INSTITUTO HERBERT LEVY	473979	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	MOTIVO N√O ESPECIFICADO
40448953000131	ASSOCIACAO CENTRO CULTURAL MOACYR BASTOS	635311	MINISTERIO DO ESPORTE	INSTAURA«√O DE TCE
40514952000148	ASSOCIACAO COMUNITARIA DO POVOADO DO DEPARTAMENTO	317915	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
40593204000106	ASSOCIACAO DOS GREMIOS ESTUDANTIS SECUNDARISTAS DA BA	329274	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
40633554000140	FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO, TECNOLOGICO	530172	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	IRREGULARIDADES NA EXECU«√O
40638447000105	ASSOCIACAO DE ARTESAOS DO PILAR	589548	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
40738924000104	CONFEDERACAO BRASILEIRA DE TRIATHLON	567814	MINISTERIO DO TURISMO	INSTAURA«√O DE TCE
40740391000103	INSTITUTO DE ESTUDOS SOCIO AMBIENTAIS DO SUL DA BAHIA	485253	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA EXECU«√O
40740391000103	INSTITUTO DE ESTUDOS SOCIO AMBIENTAIS DO SUL DA BAHIA	487460	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
40740391000103	INSTITUTO DE ESTUDOS SOCIO AMBIENTAIS DO SUL DA BAHIA	521332	MINISTERIO DO MEIO AMBIENTE	INSTAURA«√O DE TCE
40740391000103	INSTITUTO DE ESTUDOS SOCIO AMBIENTAIS DO SUL DA BAHIA	522132	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
40740391000103	INSTITUTO DE ESTUDOS SOCIO AMBIENTAIS DO SUL DA BAHIA	537278	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA EXECU«√O
40799355000107	SERVICO DE PLANEJAMENTO E ASSESSORIA A ORGANIZACAO SUST	491113	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
40818841000125	INSTITUTO DE PESQUISAS SOCIAIS APLICADAS	406373	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
40818841000125	INSTITUTO DE PESQUISAS SOCIAIS APLICADAS	406420	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
40818841000125	INSTITUTO DE PESQUISAS SOCIAIS APLICADAS	406591	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
40818841000125	INSTITUTO DE PESQUISAS SOCIAIS APLICADAS	524929	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECU«√O
40818841000125	INSTITUTO DE PESQUISAS SOCIAIS APLICADAS	564102	MINISTERIO DO TURISMO	INSTAURA«√O DE TCE
40818841000125	INSTITUTO DE PESQUISAS SOCIAIS APLICADAS	569284	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECU«√O
40986440000184	GRUPO HABEAS CORPUS POTIGUAR	532192	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
41054602000109	C.A.I.S. DO PARTO - CENTRO ATIVO DE INTEGRACAO DO SER	503664	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
41054602000109	C.A.I.S. DO PARTO - CENTRO ATIVO DE INTEGRACAO DO SER	523627	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECU«√O
41089897000159	CENTRO CRISTAO DE EDUCACAO POPULAR	588683	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
41202557000192	AGEMTE - ASSESSORIA DE GRUPO ESPECIALIZADA MULTIDISCIPL	643709	PRESIDENCIA DA REPUBLICA	INEXECU«√O DO OBJETO (TOTAL OU PARCIAL)
41202557000192	AGEMTE - ASSESSORIA DE GRUPO ESPECIALIZADA MULTIDISCIPL	644173	PRESIDENCIA DA REPUBLICA	INEXECU«√O DO OBJETO (TOTAL OU PARCIAL)
41228255000193	MOVIMENTO TORTURA NUNCA MAIS - MTNM/PE	526722	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	MOTIVO N√O ESPECIFICADO
41284639000123	FUNDACAO DELTA DO PARNAIBA	567783	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
41337569000124	FUNDACAO CASA GRANDE MEMORIAL DO HOMEM KARIRI	701349	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
41365909000120	SOCIEDADE BENEFICENTE FRANCISCA ALVES DE ALMEIDA	432957	MINISTERIO DA EDUCACAO	INSTAURA«√O DE TCE
41492372000160	CIA. RIBAMARENSE DE DANCA MEU TAMARINEIRO - C. R. D. M.	748239	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
42018713000122	COOPERATIVA CENTRAL DOS ASSENTAMENTOS DA BAHIA LTDA	552423	MINISTERIO DA INTEGRACAO NACIONAL	INSTAURA«√O DE TCE
42048488000177	ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS CANDEIAS	484281	MINISTERIO DA EDUCACAO	INSTAURA«√O DE TCE
42159491000168	ORGANIZACAO HELIO ALONSO DE EDUCACAO E CULTURA OHAEC	217165	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
42255075000163	GREMIO RECREATIVO ESCOLA DE SAMBA PORTELA	534351	MINISTERIO DO TURISMO	INSTAURA«√O DE TCE
42265413000148	CENTRO EDUCACIONAL DE REALENGO	214959	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
42265413000148	CENTRO EDUCACIONAL DE REALENGO	235458	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	INSCRICAO POR DECISAO DO T.C.U.
42422899000180	SINDICATO E ORG DAS COOPS DO ESTADO DO RIO DE JANEIRO	133981	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURA«√O DE TCE
42593079000151	CENTRO DE CIDADANIA CIDADE MARAVILHOSA	701000	MINISTERIO DO TRABALHO	MOTIVO N√O ESPECIFICADO
42593079000151	CENTRO DE CIDADANIA CIDADE MARAVILHOSA	702057	MINISTERIO DO TRABALHO	MOTIVO N√O ESPECIFICADO
42593079000151	CENTRO DE CIDADANIA CIDADE MARAVILHOSA	702481	MINISTERIO DO TRABALHO	MOTIVO N√O ESPECIFICADO
42597286000184	FEDERACAO DE TEATRO ASSOCIATIVO DO EST. RIO DE JANEIRO	801621	MINISTERIO DA CULTURA	MOTIVO N√O ESPECIFICADO
42693911000191	ASSOCIACAO RIACHENSE DE ARTESAOS	700247	PRESIDENCIA DA REPUBLICA	MOTIVO N√O ESPECIFICADO
42716803000197	FUNDACAO QUADRILATERO DO DESCOBRIMENTO	320892	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECU«√O
42753467000152	CENTRO DE APOIO AOS INTERESSES COMUNITARIOS DE SANTALUZ	514482	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
42776708000189	ASSOCIACAO BENEFICENTE CENTRO DE CULTURA, ESPORTE E ASS	593696	MINISTERIO DO TURISMO	INSTAURA«√O DE TCE
42776708000189	ASSOCIACAO BENEFICENTE CENTRO DE CULTURA, ESPORTE E ASS	593751	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
42776708000189	ASSOCIACAO BENEFICENTE CENTRO DE CULTURA, ESPORTE E ASS	594592	MINISTERIO DO TURISMO	INSTAURA«√O DE TCE
42776708000189	ASSOCIACAO BENEFICENTE CENTRO DE CULTURA, ESPORTE E ASS	605646	MINISTERIO DO TURISMO	INSTAURA«√O DE TCE
42776708000189	ASSOCIACAO BENEFICENTE CENTRO DE CULTURA, ESPORTE E ASS	619315	MINISTERIO DO TURISMO	INSTAURA«√O DE TCE
42776708000189	ASSOCIACAO BENEFICENTE CENTRO DE CULTURA, ESPORTE E ASS	619530	MINISTERIO DO TURISMO	INSTAURA«√O DE TCE
43156728000110	GREMIO RECREATIVO CULTURAL SOCIAL ESCOLA DE SAMBA UNIDO	524713	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECU«√O
43542513000137	SINDICATO DOS TRABALHADORES RURAIS DE ANDRADINA	595111	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
43542513000137	SINDICATO DOS TRABALHADORES RURAIS DE ANDRADINA	595112	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
43586122000114	INSTITUICAO PAULISTA ADVENTISTA DE EDUC E ASS SOCIAL	603027	MINISTERIO DO ESPORTE	INEXECU«√O DO OBJETO (TOTAL OU PARCIAL)
43837368000111	UNIAO DAS ESCOLAS DE SAMBA PAULISTANAS	598358	MINISTERIO DOS DIREITOS HUMANOS	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
43969427000105	ASSOCIACAO COMERCIAL E INDUSTRIAL DE ARARAQUARA	633804	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECU«√O
44075687000108	FEDERACAO BRASILEIRA DE ASSOCIACOES DE BIBLIOTECARIOS,	323922	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
44215341000150	IRMANDADE DA SANTA CASA DE MISERICORDIA DE ARARAS	807949	MINISTERIO DA SAUDE	MOTIVO N√O ESPECIFICADO
44296796000147	ASSOCIACAO DOS AGRICULTORES DE COCUERA	707751	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
44313666000175	ASSOCIACAO BRASILEIRA DE EMPRESAS DE EVENTOS	507851	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECU«√O
44313666000175	ASSOCIACAO BRASILEIRA DE EMPRESAS DE EVENTOS	557861	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECU«√O
44791994000187	OS INDEPENDENTES	593397	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECU«√O
44791994000187	OS INDEPENDENTES	633194	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECU«√O
44791994000187	OS INDEPENDENTES	703256	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
44791994000187	OS INDEPENDENTES	704500	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
44791994000187	OS INDEPENDENTES	748658	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
44859254000135	DIOCESE DE PRESIDENTE PRUDENTE	740693	PRESIDENCIA DA REPUBLICA	MOTIVO N√O ESPECIFICADO
44860740000173	ASSOCIACAO PRUDENTINA DE EDUCACAO E CULTURA APEC	548179	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
45213451000145	ASSOCIACAO CULTURAL E DESPORTIVA NIPO-BRASILEIRA DE JAC	704373	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
45889623000103	ASSOCIACAO BENEF.SAO JOSE E SANTA CASA DE MISERICORDIA	342505	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
47024005000118	SANTA CASA DE MISERICORDIA DE CASA BRANCA	394574	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
47140710000180	SOCIEDADE DOS AMIGOS DO BAIRRO DO PARQUE BOTURUSSU	531856	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECU«√O
47140710000180	SOCIEDADE DOS AMIGOS DO BAIRRO DO PARQUE BOTURUSSU	579410	MINISTERIO DA EDUCACAO	INSTAURA«√O DE TCE
47266572000180	ABLA ASSOCIACAO BRASILEIRA DAS LOCADORAS DE AUTOMOVEIS	600281	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
47459185000160	CONFEDERACAO BRASILEIRA DE MOTOCICLISMO	629114	MINISTERIO DO ESPORTE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
47520630000150	CLUBE COMUNITARIO MARECHAL RONDON	718082	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
47520630000150	CLUBE COMUNITARIO MARECHAL RONDON	737571	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
47678388000148	FEDERACAO PAULISTA DE XADREZ	702359	MINISTERIO DO ESPORTE	MOTIVO N√O ESPECIFICADO
47878269000139	ASSOCIACAO BRASILEIRA DO NOVILHO PRECOCE	484261	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
47878269000139	ASSOCIACAO BRASILEIRA DO NOVILHO PRECOCE	506427	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURA«√O DE TCE
47878269000139	ASSOCIACAO BRASILEIRA DO NOVILHO PRECOCE	544914	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURA«√O DE TCE
47878269000139	ASSOCIACAO BRASILEIRA DO NOVILHO PRECOCE	589965	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURA«√O DE TCE
48312466000159	SINDICATO RURAL DE SANTA FE DO SUL	133970	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURA«√O DE TCE
48374680000130	ASSOCIACAO HOSPITALAR DE BAURU - EM LIQUIDACAO	117061	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
48756936000173	COMISSAO JUSTICA E PAZ DE SAO PAULO	647985	MINISTERIO DOS DIREITOS HUMANOS	IRREGULARIDADES NA EXECU«√O
48756936000173	COMISSAO JUSTICA E PAZ DE SAO PAULO	717859	MINISTERIO DOS DIREITOS HUMANOS	MOTIVO N√O ESPECIFICADO
48878789000104	ASSOCIACAO DOS TECNICOS EM PROTESE DENTARIA APDESP BRAS	707718	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
49022981000167	CLUBE DOS VINTE E DOIS	704313	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
49064116000183	SINDICATO RURAL DE URUPES	135119	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INEXECU«√O DO OBJETO (TOTAL OU PARCIAL)
49270671000161	SANTA CASA DE CARIDADE E MATERNIDADE DE IBITINGA	649841	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
49353568000185	SOCIEDADE BRASILEIRA DE QUIMICA SBQ	113959	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	MOTIVO N√O ESPECIFICADO
50167378000152	ASSOCIACAO DOS MORADORES DO ALIANCA E REGIAO	623030	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
50266212000193	GREMIO RECREATIVO E CULTURAL BLOCO CARNAVALESCO MOCIDAD	522914	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECU«√O
50555416000144	COOP AGROPEC MISTA E ELET RURAL DA REGIAO DE JALES LTDA	300224	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA EXECU«√O
50839620000197	FUNDACAO BAURUENSE DE ESTUDOS ODONTOLOGICOS	356034	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
51109635000162	FLORA TIETE ASSOCIACAO DE RECUPERACAO FLORESTAL	118784	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURA«√O DE TCE
51261998000119	IRMANDADE DA SANTA CASA DE MISERICORDIA DE SUZANO	618530	MINISTERIO DA SAUDE	IRREGULARIDADES NA EXECU«√O
51261998000119	IRMANDADE DA SANTA CASA DE MISERICORDIA DE SUZANO	759522	MINISTERIO DA SAUDE	MOTIVO N√O ESPECIFICADO
51436855000109	ASSOCIACAO DOS MORADORES DA REGIAO DO JD INDEPENDENCIA	523338	MINISTERIO DO TRABALHO	IRREGULARIDADES NA EXECU«√O
51436855000109	ASSOCIACAO DOS MORADORES DA REGIAO DO JD INDEPENDENCIA	523343	MINISTERIO DO TRABALHO	INEXECU«√O DO OBJETO (TOTAL OU PARCIAL)
51642288000139	ASSOCIACAO BENEFICENTE PROMOCIONAL - MOVIMENTO ALPHA DE	520881	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
51642288000139	ASSOCIACAO BENEFICENTE PROMOCIONAL - MOVIMENTO ALPHA DE	520884	MINISTERIO DA SAUDE	INSCRICAO POR DECISAO DO T.C.U.
51642288000139	ASSOCIACAO BENEFICENTE PROMOCIONAL - MOVIMENTO ALPHA DE	520885	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
51845600000191	SINDICATO RURAL DE JALES	301424	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
52439072000133	IRMANDADE DA SANTA CASA DE MISERICORDIA DE MIRASSOL	386650	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
52801883000132	ACAO COMUNITARIA PAROQUIAL DO JARDIM COLONIAL PE EMIR R	598115	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
53372165000150	SKAL INTERNACIONAL DO BRASIL	308517	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
53372165000150	SKAL INTERNACIONAL DO BRASIL	320712	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
53374021000133	COMISSAO PRO-YANOMAMI CCPY	106220	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
53374021000133	COMISSAO PRO-YANOMAMI CCPY	537692	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
53454633000136	CENTRO INFORMACAO MULHER-CIM	637902	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
53454633000136	CENTRO INFORMACAO MULHER-CIM	731968	PRESIDENCIA DA REPUBLICA	MOTIVO N√O ESPECIFICADO
53454633000136	CENTRO INFORMACAO MULHER-CIM	755948	PRESIDENCIA DA REPUBLICA	MOTIVO N√O ESPECIFICADO
53454633000136	CENTRO INFORMACAO MULHER-CIM	774163	PRESIDENCIA DA REPUBLICA	MOTIVO N√O ESPECIFICADO
53524575000170	HOSPITAL E MATERNIDADE DA IRMANDADE DA S CASA M IRAPURU	386833	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
53826913000128	CONSELHO NACIONAL DE CINECLUBES	109746	MINISTERIO DA CULTURA	INSTAURA«√O DE TCE
54131545000166	FUNDACAO ECONOMIA DE CAMPINAS	428358	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	IRREGULARIDADES NA EXECU«√O
54488986000110	ECO ASSOCIACAO PARA ESTUDOS DO AMBIENTE	725791	MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS	MOTIVO N√O ESPECIFICADO
54488986000110	ECO ASSOCIACAO PARA ESTUDOS DO AMBIENTE	743985	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	MOTIVO N√O ESPECIFICADO
54753934000123	COLETIVO FEMINISTA SEXUALIDADE SAUDE	814241	PRESIDENCIA DA REPUBLICA	MOTIVO N√O ESPECIFICADO
55357057000134	ASSOCIACAO DA AGRICULTURA FAMILIAR E AGROECOLOGICA DE A	605650	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECU«√O
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	423153	MINISTERIO DO MEIO AMBIENTE	INEXECU«√O DO OBJETO (TOTAL OU PARCIAL)
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	479857	MINISTERIO DA EDUCACAO	INSCRICAO POR DECISAO DO T.C.U.
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	484132	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	485491	MINISTERIO DA EDUCACAO	INSCRICAO POR DECISAO DO T.C.U.
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	494109	MINISTERIO DA CULTURA	INSCRICAO POR DECISAO DO T.C.U.
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	499716	MINISTERIO DA EDUCACAO	INSCRICAO POR DECISAO DO T.C.U.
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	508152	MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	510067	MINISTERIO DA EDUCACAO	INSCRICAO POR DECISAO DO T.C.U.
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	510833	MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	512471	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	512771	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	515261	MINISTERIO DA EDUCACAO	INSCRICAO POR DECISAO DO T.C.U.
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	517566	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	518467	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	521780	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	521803	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	521834	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	521836	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECU«√O
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	521840	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	521841	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	521843	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	521960	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	521967	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	521976	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
